FID_,MAPBLKLOT,BLKLOT,BLOCK_NUM,LOT_NUM,address,LabelField,source,LowAddress,HighAddres,StreetName,StreetType,SHAPE_area,SHAPE_len,X,full/partial
,351052,351064,351,064,83-91 MCALLISTER ST - UNIT 203,83-91,DBI,83,91,MCALLISTER,ST,7498.06968,349.951276,0,full
,1215017,1215064,1215,064,350 BRODERICK ST - UNIT 318,350,DBI,350,350,BRODERICK,ST,49212.88313,905.538775,0,full
,3794031,3794064,3794,064,188 KING ST - UNIT 508,188,DBI,188,188,KING,ST,12271.92599,453.502146,0,full
,3518046,3518064,3518,064,30-34 DORE ST - UNIT 210,30-34,DBI,30,34,DORE,ST,8499.998072,369.999898,0,full
,8707009,8707064,8707,064,325 BERRY ST - UNIT 425,325,DBI,325,325,BERRY,ST,41654.24993,822.000008,0,full
,8720018,8720064,8720,064,330 MISSION BAY BLVD - UNIT 405,330,ASSESSOR,330,330,MISSION BAY,BLVD,58214.76982,973.380108,0,full
,166009,166064,166,064,733 FRONT ST - UNIT 601,733,DBI,733,733,FRONT,ST,20241.06168,569.416028,0,full
,3707064,3707064,3707,064,74 NEW MONTGOMERY ST - UNIT 1,74,DBI,74,74,NEW MONTGOMERY,ST,17865.27288,661.452688,0,full
,3800006,3800064,3800,064,888 07TH ST - UNIT 114,888,DBI,888,888,07TH,ST,95280.39555,1367.57091,0,full
,3702058,3702064,3702,064,1160 MISSION ST - UNIT 504,1160,DBI,1160,1160,MISSION,ST,43556.57843,948.773764,0,full
,31007,31064,31,064,2351 POWELL ST - UNIT 509,2351,DBI,2351,2351,POWELL,ST,113329.9516,1374.343629,0,full
,8704008,8704064,8704,064,300 BERRY ST - UNIT 501,300,DBI,300,300,BERRY,ST,41860.8181,832.480134,0,full
,814023,814064,814,064, , , ,0,0, , ,22430.8291,626.456516,0,full
,3719020,3719064,3719,064,101-129 SITUS TO BE ASSIGNED ST,101-129,DBI,101,129,SITUS TO BE ASSIGNED,ST,50667.05179,918.384928,0,full
,834032,834064,834,064,77 VAN NESS AV - UNIT 703,77,DBI,77,77,VAN NESS,AVE,13040.39324,457.200339,0,full
,3735A001,3735A064,3735A,064,645 HOWARD ST,645,DBI,645,645,HOWARD,ST,12409.49397,545.837984,0,full
,8711033,8711064,8711,064, , , ,0,0, , ,65663.40903,1027.559972,0,full
,559063,559064,559,064,2345 GREEN ST,2345,DBI,2345,2345,GREEN,ST,3390.676463,321.254245,0,full
,515062,515064,515,064, , , ,0,0, , ,1862.284165,193.208131,0,full
,4991065,4991065,4991,065,500 HARNEY WY,500,DBI,500,500,HARNEY,WAY,39003.74977,1003.042902,0,full
,4848017,4848065,4848,065,1555 YOSEMITE AV - UNIT 4,1555,DBI,1555,1555,YOSEMITE,AVE,121130.753,1605.561203,0,full
,4228058,4228065,4228,065,1011 23RD ST - UNIT 8,1011,DBI,1011,1011,23RD,ST,10025.32573,400.507426,0,full
,3609065,3609065,3609,065,367 LEXINGTON ST,367,DBI,367,367,LEXINGTON,ST,1649.998962,193.999914,0,full
,4081055,4081065,4081,065,725 FLORIDA ST - UNIT 11,725,DBI,725,725,FLORIDA,ST,9497.638136,491.840496,0,full
,1805065,1805065,1805,065,1444 LA PLAYA #1,1444,ASSESSOR,1444,1444,LA PLAYA #1, ,3021.355059,291.708476,0,full
,1702044,1702065,1702,065,1220 LA PLAYA  - UNIT 306,1220,ASSESSOR,1220,1220,LA PLAYA, ,11993.38184,439.868196,0,full
,3570050,3570065,3570,065,550 SOUTH VAN NESS AV - UNIT 207,550,DBI,550,550,SOUTH VAN NESS,AVE,13130.35972,500.143175,0,full
,3575065,3575065,3575,065,3235-3237 17TH ST,3235-3237,DBI,3235,3237,17TH,ST,2499.988774,249.999686,0,full
,3576065,3576065,3576,065,26 SYCAMORE ST,26,DBI,26,26,SYCAMORE,ST,2559.502471,248.884121,0,full
,3574065,3574065,3574,065,379-381 SHOTWELL ST,379-381,DBI,379,381,SHOTWELL,ST,3103.295511,295.66613,0,full
,3588065,3588065,3588,065,611 GUERRERO ST,611,DBI,611,611,GUERRERO,ST,5256.28099,312.542065,0,full
,3589065,3589065,3589,065,129 LEXINGTON ST,129,DBI,129,129,LEXINGTON,ST,2399.997776,219.999999,0,full
,3587065,3587065,3587,065,45-49 OAKWOOD ST,45-49,DBI,45,49,OAKWOOD,ST,2284.296077,232.906424,0,full
,3510061,3510065,3510,065,940 NATOMA ST - UNIT 5,940,DBI,940,940,NATOMA,ST,3743.777623,249.834159,0,full
,3519065,3519065,3519,065,1329-1331 FOLSOM ST,1329-1331,DBI,1329,1331,FOLSOM,ST,2455.419485,241.693084,0,full
,3511065,3511065,3511,065,47-49 LAFAYETTE ST,47-49,DBI,47,49,LAFAYETTE,ST,1824.536205,217.476353,0,full
,3525065,3525065,3525,065,425 10TH ST,425,DBI,425,425,10TH,ST,4999.999852,300.000001,0,full
,3532065,3532065,3532,065,25-29 WOODWARD ST,25-29,DBI,25,29,WOODWARD,ST,1750.002521,190.000103,0,full
,3502065,3502065,3502,065,23-25 PEARL ST,23-25,DBI,23,25,PEARL,ST,1999.999526,210.000004,0,full
,3520060,3520065,3520,065,1488 HARRISON ST - UNIT 201,1488,DBI,1488,1488,HARRISON,ST,4999.995693,299.999835,0,full
,3522065,3522065,3522,065,1645 FOLSOM ST,1645,DBI,1645,1645,FOLSOM,ST,3860.559285,259.446112,0,full
,3537065,3537065,3537,065,58-60 BELCHER ST,58-60,DBI,58,60,BELCHER,ST,3135.541231,300.843939,0,full
,3544065,3544065,3544,065,2097-2099 MARKET ST,2097-2099,DBI,2097,2099,MARKET,ST,8213.874854,381.658504,0,full
,3549065,3549065,3549,065,83 SHOTWELL ST,83,DBI,83,83,SHOTWELL,ST,3062.500016,295.000029,0,full
,3780065,3780065,3780,065,915 BRYANT ST,915,DBI,915,915,BRYANT,ST,2491.029675,236.166008,0,full
,265003,265065,265,065,2509 PINE ST - UNIT 2509,2509,DBI,2509,2509,PINE,ST,18080.73879,661.582933,0,full
,3716021,3716065,3716,065, , , ,0,0, , ,150697.4078,1648.981387,0,full
,3789028,3789065,3789,065, , , ,0,0, , ,141815.1086,1670.815536,0,full
,3768021,3768065,3768,065,38 BRYANT ST - UNIT 706,38,DBI,38,38,BRYANT,ST,32016.72902,826.696558,0,full
,3706065,3706065,3706,065,711 MARKET ST,711,DBI,711,711,MARKET,ST,4978.870597,299.154883,0,full
,3735065,3735065,3735,065,246 02ND ST,246,DBI,246,246,02ND,ST,12933.41204,464.626387,0,full
,3703065,3703065,3703,065,1059-1061 MARKET ST,1059-1061,DBI,1059,1061,MARKET,ST,8180.112759,427.20479,0,full
,3777056,3777065,3777,065,139 WELSH ST - UNIT 10,139,DBI,139,139,WELSH,ST,6167.037524,314.455096,0,full
,3787052,3787065,3787,065,601 04TH ST - UNIT 114,601,DBI,601,601,04TH,ST,42147.88626,888.060295,0,full
,3730065,3730065,3730,065,32-34 RAUSCH ST,32-34,DBI,32,34,RAUSCH,ST,2853.917793,278.31552,0,full
,3727065,3727065,3727,065,687 MINNA ST,687,DBI,687,687,MINNA,ST,1336.828857,173.683152,0,full
,3754065,3754065,3754,065,1091-1095 FOLSOM ST,1091-1095,DBI,1091,1095,FOLSOM,ST,4555.392843,282.218062,0,full
,3786063,3786065,3786,065,695 05TH ST - UNIT 3,695,DBI,695,695,05TH,ST,10824.28325,419.558773,0,full
,3755065,3755065,3755,065,54 RODGERS ST,54,DBI,54,54,RODGERS,ST,1507.891524,170.631972,0,full
,171018,171065,171,065,5500 DAVIS ST - UNIT 48,5500,DBI,5500,5500,DAVIS,ST,83731.97698,1158.689842,0,full
,161041,161065,161,065,728 PACIFIC AV - UNIT 502,728,DBI,728,728,PACIFIC,AVE,15970.97277,531.12948,0,full
,51037,51065,51,065,600 CHESTNUT ST - UNIT 307,600,DBI,600,600,CHESTNUT,ST,20291.28508,570.116482,0,full
,914060,914065,914,065,1921 JEFFERSON ST - UNIT 106,1921,DBI,1921,1921,JEFFERSON,ST,6258.989121,325.287683,0,full
,0439A059,0439A065,0439A,065,400 AVILA ST - UNIT 201,400,DBI,400,400,AVILA,ST,6250.024295,325.001128,0,full
,0436F055,0436F065,0436F,065,3600 FILLMORE ST - UNIT 205,3600,DBI,3600,3600,FILLMORE,ST,14136.53559,534.775022,0,full
,41058,41065,41,065,444 FRANCISCO ST - UNIT 203,444,DBI,444,444,FRANCISCO,ST,5095.040062,289.835008,0,full
,3573046,3573065,3573,065,2130 HARRISON ST - UNIT 18,2130,DBI,2130,2130,HARRISON,ST,17315.37697,540.977142,0,full
,3773010,3773065,3773,065, , , ,0,0, , ,112327.2148,1529.082702,0,full
,3778052,3778065,3778,065, , ,ASSESSOR,0,0, , ,7500.009158,350.0003,0,full
,3785030,3785065,3785,065,175 BLUXOME ST - UNIT 202,175,DBI,175,175,BLUXOME,ST,30937.80227,775.007945,0,full
,52041,52065,52,065,2155-2161 POWELL ST,2155-2161,DBI,2155,2161,POWELL,ST,44662.71073,924.736396,0,full
,3793005,3793065,3793,065,88 KING ST - UNIT 410,88,DBI,88,88,KING,ST,82156.76639,1147.29207,0,full
,846065,846065,846,065,241-243 PIERCE ST,241-243,DBI,241,243,PIERCE,ST,2648.156126,261.852952,0,full
,8708009,8708065,8708,065,255 BERRY ST - UNIT 417,255,DBI,255,255,BERRY,ST,42959.2515,836.38014,0,full
,39058,39065,39,065,33 MIDWAY ST - UNIT 302,33,DBI,33,33,MIDWAY,ST,6524.615203,335.753993,0,full
,8706011,8706065,8706,065, , , ,0,0, , ,60740.05961,1053.20019,0,full
,8702011,8702065,8702,065,250 KING ST - UNIT 908,250,DBI,250,250,KING,ST,213232.0653,2153.879992,0,full
,3771004,3771065,3771,065,501 BEALE ST - UNIT 11B,501,DBI,501,501,BEALE,ST,22593.99976,602.000131,0,full
,3967049,3967065,3967,065,380 ALABAMA ST - UNIT 17,380,DBI,380,380,ALABAMA,ST,17363.94131,528.058654,0,full
,351052,351065,351,065,83-91 MCALLISTER ST - UNIT 204,83-91,DBI,83,91,MCALLISTER,ST,7498.06968,349.951276,0,full
,1215017,1215065,1215,065,350 BRODERICK ST - UNIT 319,350,DBI,350,350,BRODERICK,ST,49212.88313,905.538775,0,full
,3794031,3794065,3794,065,188 KING ST - UNIT 509,188,DBI,188,188,KING,ST,12271.92599,453.502146,0,full
,3518046,3518065,3518,065,30-34 DORE ST - UNIT 211,30-34,DBI,30,34,DORE,ST,8499.998072,369.999898,0,full
,8707009,8707065,8707,065,325 BERRY ST - UNIT 426,325,DBI,325,325,BERRY,ST,41654.24993,822.000008,0,full
,8720018,8720065,8720,065,330 MISSION BAY BLVD - UNIT 406,330,ASSESSOR,330,330,MISSION BAY,BLVD,58214.76982,973.380108,0,full
,166009,166065,166,065,733 FRONT ST - UNIT 602,733,DBI,733,733,FRONT,ST,20241.06168,569.416028,0,full
,3707064,3707065,3707,065,74 NEW MONTGOMERY ST - UNIT 2,74,DBI,74,74,NEW MONTGOMERY,ST,17865.27288,661.452688,0,full
,3800006,3800065,3800,065,888 07TH ST - UNIT 113,888,DBI,888,888,07TH,ST,95280.39555,1367.57091,0,full
,3702058,3702065,3702,065,1160 MISSION ST - UNIT 505,1160,DBI,1160,1160,MISSION,ST,43556.57843,948.773764,0,full
,31007,31065,31,065,2351 POWELL ST - UNIT 510,2351,DBI,2351,2351,POWELL,ST,113329.9516,1374.343629,0,full
,8704008,8704065,8704,065,300 BERRY ST - UNIT 502,300,DBI,300,300,BERRY,ST,41860.8181,832.480134,0,full
,814023,814065,814,065, , , ,0,0, , ,22430.8291,626.456516,0,full
,3719020,3719065,3719,065,101-129 SITUS TO BE ASSIGNED ST,101-129,DBI,101,129,SITUS TO BE ASSIGNED,ST,50667.05179,918.384928,0,full
,834032,834065,834,065,77 VAN NESS AV - UNIT 704,77,DBI,77,77,VAN NESS,AVE,13040.39324,457.200339,0,full
,3735A001,3735A065,3735A,065,645 HOWARD ST,645,DBI,645,645,HOWARD,ST,12409.49397,545.837984,0,full
,8711033,8711065,8711,065, , , ,0,0, , ,65663.40903,1027.559972,0,full
,515065,515065,515,065, , , ,0,0, , ,1871.830235,175.481266,0,full
,4848017,4848066,4848,066,1555 YOSEMITE AV - UNIT 5,1555,DBI,1555,1555,YOSEMITE,AVE,121130.753,1605.561203,0,full
,5872066,5872066,5872,066,433 TRUMBULL ST,433,DBI,433,433,TRUMBULL,ST,1621.022912,174.771594,0,full
,4228058,4228066,4228,066,1011 23RD ST - UNIT 9,1011,DBI,1011,1011,23RD,ST,10025.32573,400.507426,0,full
,3609066,3609066,3609,066,363-365 LEXINGTON ST,363-365,DBI,363,365,LEXINGTON,ST,1649.994522,193.999806,0,full
,4081055,4081066,4081,066,725 FLORIDA ST - UNIT 12,725,DBI,725,725,FLORIDA,ST,9497.638136,491.840496,0,full
,4104066,4104066,4104,066,669-671 PENNSYLVANIA AV,669-671,DBI,669,671,PENNSYLVANIA,AVE,3396.913931,269.801161,0,full
,1805065,1805066,1805,066,1444 LA PLAYA #2,1444,ASSESSOR,1444,1444,LA PLAYA #2, ,3021.355059,291.708476,0,full
,1702044,1702066,1702,066,1220 LA PLAYA  - UNIT 307,1220,ASSESSOR,1220,1220,LA PLAYA, ,11993.38184,439.868196,0,full
,3570050,3570066,3570,066,550 SOUTH VAN NESS AV - UNIT 208,550,DBI,550,550,SOUTH VAN NESS,AVE,13130.35972,500.143175,0,full
,3575066,3575066,3575,066,3233 17TH ST,3233,DBI,3233,3233,17TH,ST,2500.000261,249.999915,0,full
,3569066,3569066,3569,066,67 RONDEL PL,67,DBI,67,67,RONDEL,PL,1366.042248,167.584029,0,full
,3576066,3576066,3576,066,30 SYCAMORE ST,30,DBI,30,30,SYCAMORE,ST,2461.033292,246.883572,0,full
,3587066,3587066,3587,066,41-43 OAKWOOD ST,41-43,DBI,41,43,OAKWOOD,ST,2215.617555,227.411546,0,full
,3510061,3510066,3510,066,940 NATOMA ST  - UNIT 6,940,ASSESSOR,940,940,NATOMA ST, ,3743.777623,249.834159,0,full
,3511066,3511066,3511,066,1049 LAFAYETTE ST,1049,DBI,1049,1049,LAFAYETTE,ST,5143.691589,297.344523,0,full
,3519066,3519066,3519,066,135 DORE ST,135,DBI,135,135,DORE,ST,3133.404427,244.693261,0,full
,3524066,3524066,3524,066,450 10TH ST,450,DBI,450,450,10TH,ST,225825.1051,1921.612325,0,full
,3502066,3502066,3502,066,19 PEARL ST,19,DBI,19,19,PEARL,ST,1999.99976,210.000016,0,full
,3520060,3520066,3520,066,1488 HARRISON ST - UNIT 202,1488,DBI,1488,1488,HARRISON,ST,4999.995693,299.999835,0,full
,3533066,3533066,3533,066,143-147 DUBOCE AV,143-147,DBI,143,147,DUBOCE,AVE,3000.000083,246.666717,0,full
,265003,265066,265,066,1 PINE ST - UNIT 2510,1,DBI,1,1,PINE,ST,18080.73879,661.582933,0,full
,3716021,3716066,3716,066, , , ,0,0, , ,150697.4078,1648.981387,0,full
,3789028,3789066,3789,066, , , ,0,0, , ,141815.1086,1670.815536,0,full
,3768021,3768066,3768,066,38 BRYANT ST - UNIT 707,38,DBI,38,38,BRYANT,ST,32016.72902,826.696558,0,full
,3735065,3735066,3735,066,246 02ND ST - UNIT 1,246,DBI,246,246,02ND,ST,12933.41204,464.626387,0,full
,3732066,3732066,3732,066,450 CLEMENTINA ST,450,DBI,450,450,CLEMENTINA,ST,1875.00432,200.000526,0,full
,3703066,3703066,3703,066,1053-1055 MARKET ST,1053-1055,DBI,1053,1055,MARKET,ST,8176.105572,427.044329,0,full
,3725066,3725066,3725,066,481 MINNA ST,481,DBI,481,481,MINNA,ST,5680.069676,301.469731,0,full
,3777056,3777066,3777,066,1390 WELSH ST - UNIT 11,1390,DBI,1390,1390,WELSH,ST,6167.037524,314.455096,0,full
,3787052,3787066,3787,066,601 04TH ST - UNIT 115,601,DBI,601,601,04TH,ST,42147.88626,888.060295,0,full
,3730066,3730066,3730,066,36 RAUSCH ST,36,DBI,36,36,RAUSCH,ST,2854.276138,278.344484,0,full
,3727066,3727066,3727,066,679-681 MINNA ST,679-681,DBI,679,681,MINNA,ST,1337.249199,173.724976,0,full
,3754066,3754066,3754,066,1091-1095 FOLSOM ST,1091-1095,DBI,1091,1095,FOLSOM,ST,2269.300809,231.544703,0,full
,3786063,3786066,3786,066,695 05TH ST - UNIT 4,695,DBI,695,695,05TH,ST,10824.28325,419.558773,0,full
,3729066,3729066,3729,066,735 TEHAMA ST,735,DBI,735,735,TEHAMA,ST,1553.993125,195.399417,0,full
,3755066,3755066,3755,066,60 RODGERS ST,60,DBI,60,60,RODGERS,ST,1504.53929,170.363442,0,full
,171018,171066,171,066,550 DAVIS ST - UNIT 49,550,DBI,550,550,DAVIS,ST,83731.97698,1158.689842,0,full
,161041,161066,161,066,728 PACIFIC AV - UNIT 503,728,DBI,728,728,PACIFIC,AVE,15970.97277,531.12948,0,full
,51037,51066,51,066,600 CHESTNUT ST - UNIT 308,600,DBI,600,600,CHESTNUT,ST,20291.28508,570.116482,0,full
,914060,914066,914,066,1921 JEFFERSON ST - UNIT 107,1921,DBI,1921,1921,JEFFERSON,ST,6258.989121,325.287683,0,full
,0439A059,0439A066,0439A,066,400 AVILA ST - UNIT 202,400,DBI,400,400,AVILA,ST,6250.024295,325.001128,0,full
,0436F055,0436F066,0436F,066,3600 FILLMORE ST - UNIT 206,3600,DBI,3600,3600,FILLMORE,ST,14136.53559,534.775022,0,full
,41058,41066,41,066,444 FRANCISCO ST - UNIT 204,444,DBI,444,444,FRANCISCO,ST,5095.040062,289.835008,0,full
,3573046,3573066,3573,066,2130 HARRISON ST - UNIT 19,2130,DBI,2130,2130,HARRISON,ST,17315.37697,540.977142,0,full
,3773010,3773066,3773,066, , , ,0,0, , ,112327.2148,1529.082702,0,full
,3778052,3778066,3778,066, , ,ASSESSOR,0,0, , ,7500.009158,350.0003,0,full
,3785030,3785066,3785,066,175 BLUXOME ST - UNIT 203,175,DBI,175,175,BLUXOME,ST,30937.80227,775.007945,0,full
,1895066,1895066,1895,066,1657-1659 48TH AV,1657-1659,DBI,1657,1659,48TH,AVE,3431.996226,329.082394,0,full
,52041,52066,52,066, , ,ASSESSOR,0,0, , ,44662.71073,924.736396,0,full
,3793005,3793066,3793,066,88 KING ST - UNIT 411,88,DBI,88,88,KING,ST,82156.76639,1147.29207,0,full
,846065,846066,846,066,241-243 PIERCE ST,241-243,DBI,241,243,PIERCE,ST,2648.156126,261.852952,0,full
,8708009,8708066,8708,066,255 BERRY ST - UNIT 501,255,DBI,255,255,BERRY,ST,42959.2515,836.38014,0,full
,39058,39066,39,066,33 MIDWAY ST - UNIT 303,33,DBI,33,33,MIDWAY,ST,6524.615203,335.753993,0,full
,8706011,8706066,8706,066, , , ,0,0, , ,60740.05961,1053.20019,0,full
,8702011,8702066,8702,066,250 KING ST,250,DBI,250,250,KING,ST,213232.0653,2153.879992,0,full
,3771004,3771066,3771,066,501 BEALE ST - UNIT 11C,501,DBI,501,501,BEALE,ST,22593.99976,602.000131,0,full
,3967049,3967066,3967,066,380 ALABAMA ST - UNIT 18,380,DBI,380,380,ALABAMA,ST,17363.94131,528.058654,0,full
,351052,351066,351,066,83-91 MCALLISTER ST - UNIT 205,83-91,DBI,83,91,MCALLISTER,ST,7498.06968,349.951276,0,full
,1215017,1215066,1215,066,350 BRODERICK ST - UNIT 320,350,DBI,350,350,BRODERICK,ST,49212.88313,905.538775,0,full
,3794031,3794066,3794,066,188 KING ST - UNIT 601,188,DBI,188,188,KING,ST,12271.92599,453.502146,0,full
,3518046,3518066,3518,066,30-34 DORE ST - UNIT 401,30-34,DBI,30,34,DORE,ST,8499.998072,369.999898,0,full
,8707009,8707066,8707,066,325 BERRY ST - UNIT 427,325,DBI,325,325,BERRY,ST,41654.24993,822.000008,0,full
,5203066,5203066,5203,066,1570-1580 BURKE AV,1570-1580,DBI,1570,1580,BURKE,AVE,109808.4022,1479.787653,0,full
,8720018,8720066,8720,066,330 MISSION BAY BLVD - UNIT 407,330,ASSESSOR,330,330,MISSION BAY,BLVD,58214.76982,973.380108,0,full
,3701066,3701066,3701,066,55 09TH ST,55,DBI,55,55,09TH,ST,35596.59034,789.002198,0,full
,166009,166066,166,066,733 FRONT ST - UNIT 603,733,DBI,733,733,FRONT,ST,20241.06168,569.416028,0,full
,3707064,3707066,3707,066,74 NEW MONTGOMERY ST - UNIT 3,74,DBI,74,74,NEW MONTGOMERY,ST,17865.27288,661.452688,0,full
,3800006,3800066,3800,066,888 07TH ST - UNIT 112,888,DBI,888,888,07TH,ST,95280.39555,1367.57091,0,full
,3702058,3702066,3702,066,1160 MISSION ST - UNIT 506,1160,DBI,1160,1160,MISSION,ST,43556.57843,948.773764,0,full
,31007,31066,31,066,2351 POWELL ST - UNIT 511,2351,DBI,2351,2351,POWELL,ST,113329.9516,1374.343629,0,full
,8704008,8704066,8704,066,300 BERRY ST,300,DBI,300,300,BERRY,ST,41860.8181,832.480134,0,full
,814023,814066,814,066, , , ,0,0, , ,22430.8291,626.456516,0,full
,3719020,3719066,3719,066,101-129 SITUS TO BE ASSIGNED ST,101-129,DBI,101,129,SITUS TO BE ASSIGNED,ST,50667.05179,918.384928,0,full
,834032,834066,834,066,77 VAN NESS AV - UNIT 705,77,DBI,77,77,VAN NESS,AVE,13040.39324,457.200339,0,full
,3735A001,3735A066,3735A,066,645 HOWARD ST,645,DBI,645,645,HOWARD,ST,12409.49397,545.837984,0,full
,8711033,8711066,8711,066, , , ,0,0, , ,65663.40903,1027.559972,0,full
,515065,515066,515,066, , , ,0,0, , ,1871.830235,175.481266,0,full
,845066,845066,845,066, , , ,0,0, , ,2848.374211,232.613716,0,full
,4848017,4848067,4848,067,1555 YOSEMITE AV - UNIT 6,1555,DBI,1555,1555,YOSEMITE,AVE,121130.753,1605.561203,0,full
,6745067,6745067,6745,067, , ,ASSESSOR,0,0, , ,1407.950308,162.328064,0,full
,4228058,4228067,4228,067,1011 23RD ST - UNIT 10,1011,DBI,1011,1011,23RD,ST,10025.32573,400.507426,0,full
,3609067,3609067,3609,067,359-361 LEXINGTON ST,359-361,DBI,359,361,LEXINGTON,ST,1650.003381,194.000023,0,full
,4081055,4081067,4081,067,725 FLORIDA ST,725,DBI,725,725,FLORIDA,ST,9497.638136,491.840496,0,full
,4104067,4104067,4104,067,675-677 PENNSYLVANIA AV,675-677,DBI,675,677,PENNSYLVANIA,AVE,3449.642081,270.919955,0,full
,1805065,1805067,1805,067,1444 LA PLAYA #3,1444,ASSESSOR,1444,1444,LA PLAYA #3, ,3021.355059,291.708476,0,full
,1894067,1894067,1894,067,1547 48TH AV - UNIT 1,1547,DBI,1547,1547,48TH,AVE,3037.498757,293.000022,0,full
,1702044,1702067,1702,067,1220 LA PLAYA  - UNIT 308,1220,ASSESSOR,1220,1220,LA PLAYA, ,11993.38184,439.868196,0,full
,3570050,3570067,3570,067,5500 SOUTH VAN NESS AVE  - UNIT 209,5500,ASSESSOR,5500,5500,SOUTH VAN NESS AVE, ,13130.35972,500.143175,0,full
,3576067,3576067,3576,067,34-36 SYCAMORE ST,34-36,DBI,34,36,SYCAMORE,ST,2657.939147,250.884019,0,full
,3588067,3588067,3588,067,3585-3595 18TH ST,3585-3595,DBI,3585,3595,18TH,ST,2681.778571,264.542106,0,full
,3589067,3589067,3589,067,123 LEXINGTON ST,123,DBI,123,123,LEXINGTON,ST,1586.641479,199.666072,0,full
,3587067,3587067,3587,067,35-39 OAKWOOD ST,35-39,DBI,35,39,OAKWOOD,ST,3395.852691,321.668832,0,full
,3510061,3510067,3510,067,940 NATOMA ST - UNIT 7,940,DBI,940,940,NATOMA,ST,3743.777623,249.834159,0,full
,3519067,3519067,3519,067,342-346 09TH ST,342-346,DBI,342,346,09TH,ST,12503.31228,450.052998,0,full
,3525067,3525067,3525,067,413 10TH ST,413,DBI,413,413,10TH,ST,2499.995254,249.999879,0,full
,3502067,3502067,3502,067,11-17 PEARL ST,17-Nov,DBI,11,17,PEARL,ST,2160.009018,214.000144,0,full
,3520060,3520067,3520,067,1488 HARRISON ST - UNIT 203,1488,DBI,1488,1488,HARRISON,ST,4999.995693,299.999835,0,full
,3538067,3538067,3538,067,50 WALTER ST,50,DBI,50,50,WALTER,ST,2200.003346,226.000162,0,full
,3532067,3532067,3532,067,1-5 WOODWARD ST,5-Jan,DBI,1,5,WOODWARD,ST,3492.331055,256.242978,0,full
,3533067,3533067,3533,067,137 DUBOCE AV,137,DBI,137,137,DUBOCE,AVE,2999.996219,246.666583,0,full
,3544067,3544067,3544,067,2075-2083 MARKET ST,2075-2083,DBI,2075,2083,MARKET,ST,9863.39071,415.730635,0,full
,3757067,3757067,3757,067,1275 HARRISON ST,1275,DBI,1275,1275,HARRISON,ST,73815.36237,1183.323733,0,full
,265003,265067,265,067,1 PINE ST - UNIT 2602,1,DBI,1,1,PINE,ST,18080.73879,661.582933,0,full
,3716021,3716067,3716,067, , , ,0,0, , ,150697.4078,1648.981387,0,full
,3789028,3789067,3789,067, , , ,0,0, , ,141815.1086,1670.815536,0,full
,3704067,3704067,3704,067,993 MARKET ST,993,DBI,993,993,MARKET,ST,2250.009402,230.000614,0,full
,3768021,3768067,3768,067,38 BRYANT ST - UNIT 708,38,DBI,38,38,BRYANT,ST,32016.72902,826.696558,0,full
,3722067,3722067,3722,067,663-671 MISSION ST,663-671,DBI,663,671,MISSION,ST,10943.49664,455.857178,0,full
,3735065,3735067,3735,067,246 02ND ST - UNIT 2,246,DBI,246,246,02ND,ST,12933.41204,464.626387,0,full
,3724067,3724067,3724,067,801-899 04TH ST,801-899,DBI,801,899,04TH,ST,128105.8523,1923.543829,0,full
,3732067,3732067,3732,067,452-454 CLEMENTINA ST,452-454,DBI,452,454,CLEMENTINA,ST,1875.006259,200.000523,0,full
,3726067,3726067,3726,067,25 RUSS ST,25,DBI,25,25,RUSS,ST,2472.115234,213.454422,0,full
,3703067,3703067,3703,067,1049 MARKET ST,1049,DBI,1049,1049,MARKET,ST,8172.112308,426.884041,0,full
,3777056,3777067,3777,067,139 WELSH ST - UNIT 12,139,DBI,139,139,WELSH,ST,6167.037524,314.455096,0,full
,3787052,3787067,3787,067,601 04TH ST - UNIT 116,601,DBI,601,601,04TH,ST,42147.88626,888.060295,0,full
,3730067,3730067,3730,067,40-44 RAUSCH ST,40-44,DBI,40,44,RAUSCH,ST,2854.649546,278.373776,0,full
,3754067,3754067,3754,067,1000 HARRISON ST,1000,DBI,1000,1000,HARRISON,ST,23298.22694,628.958284,0,full
,3786063,3786067,3786,067,695 05TH ST - UNIT 5,695,DBI,695,695,05TH,ST,10824.28325,419.558773,0,full
,3755067,3755067,3755,067,61 RODGERS ST,61,DBI,61,61,RODGERS,ST,1709.701018,185.477136,0,full
,3779067,3779067,3779,067,877 BRYANT ST,877,DBI,877,877,BRYANT,ST,2399.996374,219.9999,0,full
,171018,171067,171,067,550 DAVIS ST - UNIT 50,550,DBI,550,550,DAVIS,ST,83731.97698,1158.689842,0,full
,161041,161067,161,067,728 PACIFIC AV - UNIT 504,728,DBI,728,728,PACIFIC,AVE,15970.97277,531.12948,0,full
,51037,51067,51,067,600 CHESTNUT ST - UNIT 309,600,DBI,600,600,CHESTNUT,ST,20291.28508,570.116482,0,full
,914060,914067,914,067,1921 JEFFERSON ST - UNIT 201,1921,DBI,1921,1921,JEFFERSON,ST,6258.989121,325.287683,0,full
,0439A059,0439A067,0439A,067,400 AVILA ST - UNIT 203,400,DBI,400,400,AVILA,ST,6250.024295,325.001128,0,full
,0436F055,0436F067,0436F,067,3600 FILLMORE ST - UNIT 207,3600,DBI,3600,3600,FILLMORE,ST,14136.53559,534.775022,0,full
